City,Latitude,Longitude
Grand Junction,39.063956,-108.5507317
Marlboro,-41.47447475,173.8330262577606
Bali,48.8588897,2.3200410217200766
Garner,43.102147,-93.6020069
Monument Valley,36.9820026,-110.1108327
Newcastle,54.9738474,-1.6131572
Manahawkin,39.69069545000001,-74.2488121988606
Hapeville,33.660109,-84.4102046
Regina,50.44876,-104.61731
Auburndale,28.0652975,-81.7886906
Capitol Heights,38.8849913,-76.9134765
Miami,25.7741728,-80.19362
Cambridge- MA,52.2055314,0.1186637
Morgantown,39.6296809,-79.9559437
Custer,38.1072962,-105.3543375
Moline,41.5058344,-90.5136642
Bronx,40.8466508,-73.8785937
Half Moon Bay,37.4635519,-122.428586
Dedham,41.9063152,-94.8222082
Monclova,26.8999988,-101.4171173
Dillon,45.2141249,-112.6346079
Cocoa,28.3553873,-80.7318827
St. James,43.9824577,-94.6269181
Butte,39.6519275,-121.5858444
Tewksbury,42.6106479,-71.2342248
North Redington Beach,27.8161361,-82.8206587
City Of Industry,34.0182252,-117.9593061
Larkspur,37.9340915,-122.5352539
Port of Spain,10.6572678,-61.5180173
Albuquerque,35.0841034,-106.650985
Laurel,31.6940509,-89.1306124
Constanta,44.1767161,28.6507598
Universal City,34.1419417,-118.3584459
Menlo Park,37.4519671,-122.1779927
Spartanburg,34.9498007,-81.9320157
Pismo Beach,33.7312058,-117.7697509
Rancho Mirage,33.770859,-116.42687402345575
Torino,45.0677551,7.6824892
Burbank,34.1816482,-118.3258554
Aventura,25.9564812,-80.1392121
Taunton,51.0147895,-3.1029086
Nottingham,52.9534193,-1.1496461
Tamarindo,10.302834,-85.8385625
Amelia Island,30.6077379,-81.4600909
Barcelona,41.3828939,2.1774322
Budd Lake,40.87389,-74.73827737964814
Spring Lake,53.5193105,-114.1385071
Mesquite,32.7666103,-96.599472
Calgary,51.0460954,-114.065465
Weston,51.3471927,-2.9778916
Brownsville,25.9140256,-97.4890856
Verona,45.4384958,10.9924122
Meise,50.9341625,4.3287322
Grantville,33.2348419,-84.8357679
Modesto,37.6390972,-120.9968782
Torrington,41.8006523,-73.1212214
River Ranch,-23.975353,151.16085936360884
Gainesville,29.6519684,-82.3249846
Hong Kong Sar,22.350627,114.1849161
Catoosa,36.188987,-95.745817
Rockville Centre,40.6574186,-73.6450664
Rancho Cordova,38.5890723,-121.302728
Williamsburg,37.2708788,-76.7074042
Duck Key,24.778716000000003,-80.91390183832715
Adelaide,-34.9281805,138.5999312
Tel Aviv,32.0852997,34.7818064
Summerville,33.0186699,-80.1762704
Milford,41.2222218,-73.0570603
Fairview Heights,38.5889386,-89.990382
Stafford,52.8063157,-2.1163818
Sunderland,54.9058512,-1.3828727
Angels Camp,38.0695732,-120.540503
Ciudad Juarez,31.7097961,-106.455581
North Charleston,32.8546197,-79.9748103
Auckland,-36.852095,174.7631803
Bayahibe,18.3687086,-68.8396888
Shreveport,32.5221828,-93.7651944
Ljubljana,46.0500268,14.5069289
Cascavel,-24.9554996,-53.4560544
Danville,40.125222,-87.6304614
Napoli,40.8358846,14.2487679
Tyler,32.3512601,-95.3010624
Waltham,42.3756401,-71.2358004
Woodbury,42.3775361,-96.0607187
Parker,32.7599475,-97.7935767
Joplin,37.08418,-94.51323
New Smyrna Beach,29.0294202,-81.02083424215786
Beaconsfield,51.6082881,-0.6571233
Beaverton,45.4871723,-122.80378
West Palm Beach,26.715364,-80.0532942
Augusta,33.4709714,-81.9748429
College Park-GA,33.6534427,-84.4493725
Teotihuacan,19.690089649999997,-98.84536815577445
Dania Beach,26.0524224,-80.143929
Hope,45.0554436,42.1230338
Elk Grove Village,42.0041236,-87.9706457
Lake Charles,30.2265949,-93.2173759
Beaver,38.3335694,-113.2754828
Southbury,41.4814848,-73.2131693
Kingman,37.5420937,-98.122172
Dulles,29.456179,-98.663407
Hawthorne,33.9188589,-118.3483256
The Woodlands,30.1734194,-95.504686
Aspen,39.1911128,-106.8235606
Norwalk,41.1175966,-73.4078968
Billings,45.7874957,-108.49607
Orangeburg,33.4918203,-80.8556476
Accra,5.5571096,-0.2012376
West Valley City,40.6967254,-111.9868211
Bowie,33.4198886,-94.4479626
West Coxsackie,42.3606399,-73.8167921
Forestville,48.739437,-69.088211
Hot Springs,34.5038393,-93.0552437
Stockport,53.407901,-2.160243
Fort Myers Beach,26.4520248,-81.948145
Redding,40.5863563,-122.391675
New Delhi,28.6138954,77.2090057
Jerusalem,31.7788242,35.2257626
Asheville,35.6009498,-82.5540161
Bethesda,38.98127255,-77.12335871396549
Florence,43.7698712,11.2555757
Mayaguez,18.2011161,-67.1391124
Selma,32.4078632,-87.0207473
Essex,51.77046785,0.46466977412300386
Baltimore,39.2908816,-76.610759
Hollywood Beach,30.2540906,-85.9568811
Abilene,32.44645,-99.7475905
Canon City,38.4423644,-105.222494
Elmira,42.0897965,-76.8077338
Johnstown,40.3267407,-78.9219698
Higuey,18.6127983,-68.7119822
Ludington,43.9555406,-86.4477416
Bavaro,18.6107716,-68.4110862
Roseburg,43.216505,-123.3417381
Colchester,51.8896903,0.8994651
Stevens Point,44.5229223,-89.574111
San Francisco,37.7790262,-122.419906
Columbus,39.9622601,-83.0007065
Palo Alto,37.4443293,-122.1598465
Sun Valley,33.670169,-95.42850117122116
Liverpool,53.4071991,-2.99168
Carson City,39.1649125,-119.7666496
Paramus,40.9452911,-74.0735899
South San Francisco,37.6535403,-122.4168664
Countryside,41.7771605,-87.87297479806902
Little Torch Key,24.6693097,-81.3909144
Montgomery,32.3669656,-86.3006485
Redwood City,37.4863239,-122.232523
Chandler,33.3061605,-111.84125
Aptos,36.993645,-121.89194984597702
Southaven,34.9873822,-90.0034862
Sonoma,38.5110803,-122.8473388
Mazatlan,23.2313053,-106.4153144
Shakopee,44.7980186,-93.5268986
Batavia,-6.1753942,106.827183
Pueblo,38.2544472,-104.609141
Mississauga,43.5896231,-79.6443879
Vienna,48.2083537,16.3725042
Jeffersonville,38.2770227,-85.7371604
Bridgetown,13.0977832,-59.6184184
Medford,42.4184296,-71.1061639
Duluth,46.7729322,-92.1251218
Chattanooga,35.0457219,-85.3094883
Vilvoorde,50.9287524,4.4228712
Hoofddorp,52.3055506,4.6926655
Dover,51.1251275,1.3134228
"Maui, Kaanapali",20.933395,-156.68342882198613
Lugano,46.0050102,8.9520281
Dumfries,55.069836,-3.6092292
Rockaway,40.9012101,-74.5143232
Milwaukee,43.0349931,-87.922497
Chesterfield,38.661953,-90.5643258
Salem,44.9391565,-123.033121
Santee,32.8383828,-116.9739167
Enterprise,31.3151708,-85.8552161
Frederiksberg,55.678016,12.5326186
Tulum,20.2152358,-87.42953531439221
Glen Ellyn,41.8775293,-88.0670118
Johnson Creek,43.076113,-88.7742707
Kill Devil Hills,36.0321186,-75.6776147
Visalia,36.3302284,-119.2920585
Beijing,39.906217,116.3912757
Sevierville,35.8681455,-83.561835
El Dorado Hills,38.67950505,-121.05936567127863
Edinburgh,55.9533456,-3.1883749
Carle Place,40.750241,-73.61187491661425
Chino Hills,33.9926803,-117.760056
"Big Island, Kohala Coast",20.12583283,-155.789663508
"Oahu, Laie",21.648287,-157.922562
Winstonsalem,36.099861,-80.244217
"Oahu, Kahuku",20.887218,-156.482834
"Big Island, Volcano",19.406893,-155.283386
"Glenn Ellen",41.841030,-88.070717
Capelle Ann Den Ijssel,51.92917,4.57778
